vertex_name,position_x,position_y
1,-0.1342,0.9275
2,0.4635,0.9747
3,-0.03238,0.5383
4,0.3175,0.5101
5,0.1413,0.23
6,0.5673,0.4714
7,-0.2494,0.496
8,0.01615,0.3945
9,0.05434,0.1701
10,-0.001734,0.3852
11,-0.3347,0.7123
12,-0.2454,0.5577
13,0.1652,0.3315
14,0.3719,0.4108
15,-0.1211,0.2557
16,0.07945,0.2306
17,0.08899,0.3369
18,0.04458,0.4648
19,0.3765,-0.1742
20,-0.2131,0.526
21,0.07695,0.3815
22,0.2212,0.2812
23,0.2463,0.2058
24,0.2193,0.1388
25,0.1344,0.347
26,0.02234,0.492
27,0.5219,0.462
28,-0.2575,0.844
29,0.127,0.3213
30,0.2905,0.1962
31,0.2017,0.303
32,0.2702,0.3081
33,-0.2091,0.3109
34,-0.1583,-0.1376
35,-0.01358,-0.01855
36,0.4065,0.2817
37,0.2912,0.2846
38,0.1378,0.3997
39,0.1964,0.5626
40,0.09903,0.16
41,0.2923,0.2828
42,0.01986,-0.05036
43,0.1708,0.2014
44,0.174,0.1306
45,0.06717,0.07816
46,0.2,0.2714
47,0.2472,0.3358
48,0.2689,0.5225
49,0.2903,0.3297
50,0.08799,0.4521
51,0.3381,0.2814
52,0.2691,0.3862
53,0.2979,0.2532
54,0.228,0.3224
55,0.1519,0.4651
56,-0.2109,0.4712
57,0.1102,0.3408
58,0.3146,0.4417
59,0.1455,0.3166
60,0.3601,0.3064
61,0.2772,0.3253
62,0.1248,0.24
63,0.1258,0.3359
64,0.3857,0.2875
65,0.2383,0.2336
66,0.2299,0.257
67,0.1828,0.3054
68,0.2639,0.1485
69,0.1192,0.3031
70,0.1506,0.2377
71,0.2649,0.2651
72,0.337,0.2727
73,0.1886,0.358
74,0.2494,0.2407
75,0.439,0.2519
76,0.1755,0.2342
77,0.5173,0.4181
78,0.2421,0.3722
79,0.1506,0.3047
80,0.1558,0.2363
81,0.2145,0.412
82,0.2566,0.2818
83,0.2916,0.2645
84,0.246,0.2538
85,0.3415,0.1871
86,0.4817,0.1658
87,0.3365,0.2808
88,0.2522,0.2243
89,0.3371,0.2834
90,0.3095,0.2993
91,0.2313,0.3003
92,-0.2494,0.496
93,0.2887,0.2199
94,0.2365,0.2789
95,0.2003,0.3313
96,0.2196,0.3227
97,0.2523,0.319
98,0.3074,0.2496
99,0.1308,0.2551
100,0.1508,0.27
101,0.09546,0.2226
102,0.1472,0.292
103,0.3707,0.2742
104,0.1967,0.3191
105,0.261,0.5127
106,0.2239,0.3154
107,0.01324,0.2422
108,0.2716,0.2546
109,0.2651,0.1889
110,0.1695,0.2597
111,0.2107,0.1098
112,0.1294,0.371
113,0.3119,0.3797
114,0.2222,0.3621
115,0.2033,0.2997
116,0.2607,0.2171
117,0.2305,0.2451
118,0.1699,0.3319
119,0.2825,0.2708
120,0.2043,0.2208
121,0.0962,0.2052
122,0.1715,0.3104
123,0.2002,0.1866
124,0.2302,0.2362
125,0.2214,0.304
126,0.2466,0.2852
127,0.1252,0.2457
128,0.158,0.2292
129,0.2649,0.2244
130,0.2293,0.2442
131,0.1892,0.2426
132,0.1723,0.259
133,0.2581,0.2742
134,0.1242,0.279
135,0.2292,0.3218
136,0.2315,0.3481
137,0.09146,0.1841
138,0.08128,0.2995
139,0.2863,0.3234
140,0.08404,0.2549
141,0.1129,0.1854
142,-0.03643,0.34
143,0.1379,0.2274
144,0.1805,0.3054
145,0.198,0.3109
146,0.3317,0.2532
147,0.2085,0.223
148,0.1067,0.3122
149,0.2505,0.2537
150,0.255,0.3425
151,0.416,0.3285
152,-0.2974,0.6856
153,0.2883,0.3309
154,0.2079,0.3715
155,0.1365,0.1801
156,0.3493,0.1809
157,0.1603,0.3115
158,0.1855,0.2852
159,0.1487,0.2633
160,0.1832,0.232
161,0.2369,0.2905
162,0.1629,0.2865
163,0.314,0.1652
164,0.2543,0.2328
165,0.17,0.2761
166,0.1652,0.3604
167,-0.3681,0.5678
168,0.3045,0.1139
169,0.2365,0.2247
170,0.2861,0.1858
171,0.2037,0.3526
172,0.2485,0.2179
173,0.244,0.2218
174,0.2393,0.3542
175,0.2501,0.2344
176,0.2273,0.2363
177,0.1708,0.3144
178,0.3799,0.3222
179,0.2659,0.287
180,0.2438,0.2242
181,0.1446,0.2958
182,0.2116,0.3168
183,0.1772,0.3778
184,0.1963,0.2171
185,0.2984,0.2258
186,0.2392,0.2729
187,0.2996,0.1847
188,0.3428,0.1983
189,0.2722,0.2653
190,0.2306,0.2696
191,0.1382,0.3301
192,0.2146,0.4164
193,0.2041,0.1557
194,0.3183,0.2634
195,0.09989,0.3033
196,0.328,0.2548
197,0.111,0.3357
198,0.2214,0.239
199,0.4561,0.4465
200,0.1747,0.3486
201,0.275,0.1857
202,0.1566,0.2426
203,0.1457,0.3414
204,0.1477,0.3734
205,0.1979,0.3036
206,0.2421,0.302
207,0.3059,0.2255
208,0.1103,0.4162
209,0.1965,0.2298
210,0.2407,0.2905
211,0.3171,0.2638
212,-0.2245,0.2636
213,0.1103,0.238
214,0.2419,0.1256
215,0.2336,0.3344
216,0.2035,0.2564
217,0.2104,0.2378
218,0.2371,0.2239
219,0.2714,0.308
220,0.2758,0.2959
221,0.2006,0.302
222,0.05291,0.166
223,0.3735,0.23
224,0.1556,0.2545
225,0.186,0.3093
226,0.2069,0.2374
227,0.1957,0.3111
228,0.3075,0.2906
229,0.4291,0.236
230,0.2695,0.2889
231,0.2512,0.1608
232,0.2847,0.07686
233,0.2093,0.2408
234,0.2346,0.3605
235,0.2373,0.3489
236,0.2209,0.2616
237,0.3053,0.3153
238,0.2833,0.2768
239,0.189,0.2713
240,0.2085,0.3078
241,0.07038,0.3156
242,0.01766,0.2409
243,0.1831,0.1899
244,0.2231,0.2218
245,0.2408,0.1504
246,0.2503,0.2639
247,0.1074,0.2305
248,0.2191,0.3326
249,0.1172,0.1864
250,0.2345,0.2246
251,0.06529,0.3039
252,0.1722,0.1629
253,0.2343,0.2632
254,0.12,0.3439
255,0.15,0.212
256,0.1536,0.2255
257,-0.1443,0.48
258,0.2839,0.2242
259,0.1929,0.3215
260,0.2007,0.1455
261,0.1964,0.2365
262,0.296,0.3159
263,0.1821,0.2868
264,0.2401,0.3023
265,0.1346,0.1997
266,0.2354,0.2671
267,0.4215,0.4749
268,0.3209,0.2733
269,0.1508,0.4525
270,0.1808,0.2641
271,0.1792,0.2704
272,0.2909,0.4254
273,0.2015,-0.1928
274,0.3167,0.2567
275,0.2275,0.195
276,0.2076,0.3359
277,0.2795,0.2594
278,0.3554,0.2823
279,0.1777,0.04365
280,0.2116,0.3039
281,0.1062,0.2225
282,0.2344,0.2343
283,0.2281,0.2819
284,0.1897,0.2346
285,0.2003,0.3648
286,0.1935,0.263
287,-0.3257,0.05942
288,0.186,0.2748
289,0.1514,0.2432
290,0.2976,0.2377
291,0.2693,0.1747
292,0.2537,0.2009
293,0.1311,0.3317
294,0.1866,0.2696
295,0.2047,0.2386
296,0.1853,0.2922
297,0.2579,0.3441
298,0.2786,0.2044
299,0.1103,0.2184
300,0.2149,0.3553
301,0.2001,0.3333
302,0.1203,0.5083
303,0.2133,0.2299
304,0.1535,0.1445
305,0.2524,0.3068
306,0.1769,0.1856
307,0.1749,0.2854
308,0.0171,0.1128
309,0.2812,0.2727
310,0.2124,0.2432
311,0.2,0.2634
312,0.2846,0.3792
313,0.2786,0.3559
314,0.2654,0.2486
315,0.2342,0.3175
316,0.03927,0.2628
317,0.2268,0.3176
318,0.3493,0.1793
319,0.2561,0.2692
320,0.2037,0.2014
321,0.1536,0.2796
322,0.2339,0.2259
323,0.2089,0.3427
324,0.1626,0.2659
325,0.2924,0.3037
326,0.3428,0.1983
327,0.2107,0.3424
328,0.2785,0.2985
329,0.1854,0.2819
330,0.2119,0.2946
331,0.1939,0.3133
332,0.266,0.2191
333,0.3221,0.2453
334,0.3009,0.2745
335,0.104,0.2861
336,0.1832,0.2761
337,0.2424,0.3164
338,0.208,0.2127
339,0.3458,0.2468
340,0.2451,0.2396
341,0.1544,0.2553
342,0.2776,0.1988
343,0.2612,0.2633
344,0.07805,0.1821
345,0.2784,0.2209
346,0.2874,0.2691
347,0.2876,0.2183
348,0.2808,0.2581
349,0.2249,0.2789
350,0.2004,0.3281
351,0.231,0.3368
352,0.3803,0.1779
353,0.241,0.258
354,0.2007,0.1786
355,0.2926,0.1239
356,0.1706,0.1109
357,0.2687,0.2139
358,0.3109,0.2223
359,0.2107,0.4675
360,0.2412,0.3081
361,0.2093,0.1933
362,0.2286,0.3147
363,0.2615,0.3006
364,0.324,0.403
365,0.3457,0.2895
366,0.3005,0.3103
367,0.2696,0.3313
368,0.281,0.3786
369,0.2239,0.3129
370,0.2873,0.369
371,0.2178,0.3531
372,0.267,0.2666
